52,donawa@srd.it www.donawa.com,2004
53,donawa@srd.it,2004
54,donawa@srd.it,2003
55,donawa@srd.it,2003
56,"Donawa and Associates Ltd, an Aventor Partner, Via Fonte di Fauno 22, I-00153 Rome, Italy. donawa@srd.it",2003
57,donawa@srd.it,2003
58,"Donawa and Associates Ltd, an Aventor Partner, Via Fonte di Fauno 22, I-00153 Rome, Italy. donawa@srd.it",2003
59,"Donawa and Associates Ltd, an Aventor Partner, Via Fonte di Fauno 22, I-00153 Rome, Italy. donawa@srd.it",2002
60,"Donawa and Associates Ltd, an Aventor Partner, Via Fonte di Fauno 22, 1-00153 Rome, Italy. donawa@srd.it",2002
61,donawa@srd.it,2002
62,donawa@srd.it,2002
63,donawa@srd.it,2001
64,"Donawa and Associates Ltd, Via Fonte di Fauno 22, I-00153 Rome, Italy. donawa@srd.it",2001
65,Donawa & Associates Ltd. donawa@srd.it www.donawa.com,2001
66,donawa@srd.it,2001
67,donawa@srd.it,2000
68,"Donawa and Associates Ltd, Rome, Italy. donawa@srd.it www.donawa.com",2000
69,"Donawa and Associates Ltd, Rome, Italy. donawa@srd.it",2000
70,"Donawa and Associates Ltd, Rome, Italy. donawa@srd.it",2000
71,"Donawa and Associates Ltd, Rome, Italy. donawa@srd.it www.donawa.com",2000
72,"Donawa and Associates Ltd, Rome, Italy. donawa@srd.it",2000
73,"Clinical Engineering Department, Royal University of Liverpool Hospital, UK. dfw.ce@liverpool.ac.uk",2005
74,"Department of Clinical Engineering, University of Liverpool. dfw.ce@liverpool.ac.uk",2004
75,"Department of Clinical Engineering, University of Liverpool. dfw.ce@liverpool.ac.uk",2004
76,"Department of Clinical Engineering, University of Liverpool. dfw.ce@liverpool.ac.uk",2003
77,"Department of Clinical Engineering, University of Liverpool. dfw.ce@liverpool.ac.uk",2003
78,"Department of Clinical Engineering, University of Liverpool. dfw.ce@liverpool.ac.uk",2003
79,Department of Clinical Engineering at the University of Liverpool. dfw.ce@liverpool.ac.uk,2003
80,"Department of Clinical Engineering, University of Liverpool. dfw.ce@liverpool.ac.uk",2002
81,"Department of Clinical Engineering, University of Liverpool.",2002
82,"Department of Clinical Engineering, University of Liverpool. dfw.ce@liverpool.ac.uk",2002
83,"Department of Clinical Engineering, University of Liverpool. dfw.ce@liverpool.ac.uk",2001
84,"Department of Clinical Engineering, University of Liverpool. dfw.ce@liverpool.ac.uk",2001
85,"Department of Clinical Engineering, University of Liverpool. dfw.ce@liverpool.ac.uk",2001
86,"Department of Clinical Engineering, Royal Liverpool University Hospital. dfw.ce@liverpool.ac.uk",2000
87,"Department of Clinical Engineering, Royal Liverpool University Hospital. dfw.ce@liverpool.ac.uk",2000
88,"Clinical Engineering Department, Royal Liverpool University Hospital, UK. dfw.ce@liverpool.ac.uk",2000
89,"Clinical Engineering Department, Royal Liverpool University, UK. dfw.ce@liverpool.ac.uk",1999
90,"Clinical Engineering Department, Royal Liverpool University Hospital, UK. dfw.ce@liverpool.ac.uk",1999
91,"Clinical Engineering Department, Royal Liverpool University Hospital, UK. dfw.ce@liverpool.ac.uk",1999
92,"Clinical Engineering Department, Royal Liverpool University Hospital, UK. dfw.ce@liverpool.ac.uk",1999
93,"Clinical Engineering Department, Royal Liverpool University Hospital, UK. dfw.ce@liverpool.ac.uk",1998
94,"Clinical Engineering Department, Royal Liverpool University Hospital, UK. dfw.ce@liverpool.ac.uk",1998
95,"Clinical Engineering Department, Royal Liverpool University Hospital, UK. dfw.ce@liverpool.ac.uk",1997
96,"Clinical Engineering Department, Royal Liverpool University Hospital, UK. dfw.ce@liverpool.ac.uk",1997
97,"Clinical Engineering Department, Royal Liverpool University Hospital, UK. dfw.ce@liverpool.ac.uk",1997
98,"Clinical Engineering Department, Royal Liverpool University Hospital, UK. dfw.ce@liverpool.ac.uk",1997
99,"Clinical Engineering Department, Royal Liverpool University Hospital, UK.",1996
100,"Clinical Engineering Department, Royal Liverpool University Hospital, UK.",1996
101,"Clinical Engineering Department, Royal Liverpool University Hospital, UK.",1996
102,"Clinical Engineering Department, Royal Liverpool University Hospital, UK.",1996
103,"Clinical Engineering Department, Royal Liverpool University Hospital, UK.",1995
104,"Clinical Engineering Department, Royal Liverpool University Hospital, UK.",1995
105,"Clinical Engineering Department, Royal Liverpool University Hospital, UK.",1995
106,"Clinical Engineering Department, Royal Liverpool University Hospital, UK.",1995
107,"Institute of Medical and Dental Bioengineering, University of Liverpool, United Kingdom.",1990
108,"Association of British Healthcare Industries, London, UK.",2005
109,"Biomatech SAS, a Namsa Company, Chasse sur Rhône, France. jp.boutrand@biomatech.fr",2005
110,"The Techmark Group, Cherry Hill, New Jersey 08003, USA. ronp28@comcast.net",2005
111,"Mocon, Minneapolis, Minnesota, USA. ronp@netreach.net",2003
112,"Techmark Group, Cherry Hill, New Jersey, USA. ronp28@comcast.net",2003
113,"Techmark Group, Cherry Hill New Jersey 08034-1921, USA. RonP@Netreach.Net",1999
114,"Department of Pharmaceutical Technology, University of Sarajevo, Faculty of Pharmacy, Cekalusa 90, Bosnia and Herzegovina.",2005
115,"Institute of Legal Medicine, University of Bonn, Germany. f.musshoff@uni-bonn.de",2005
116,"Destiny Pharma Ltd, The Sussex Innovation Centre, Falmer, Brighton, BN1 9SB, England. enquiries@destiny-pharma.demon.co.uk",2005
117,"Medical Engineering Technologies Ltd., UK. m.turner@met.uk.com",2005
118,"Medical Engineering Technologies Ltd., Hydra House, 26 North Street, Ashford, TN24 8JR, UK. m.turner@met.uk.com",2003
119,"Medical Engineering Technologies Ltd, Hydra House, 26 North Street, Ashford TN24 8JR, UK. m.turner@met.uk.com",2002
120,"Medical Engineering Technologies Ltd, Ashford, UK.",2000
121,"Biomedical Engineering, Trillium Health Centre, Mississauga, Ont., Canada L5B 1B8. gginsburg@thc.on.ca",2005
122,"National Center for Hyperbaric Medicine, Medical University of Gdańsk, Powstania Styczniowego 9 B, PL-81-519 Gdynia, Poland. jkot@amg.gda.pl",2005
123,"Amicus Engineering, San Jose, CA, USA.",2005
124,"The Deem Corporation, P.O. Box 44069, Omaha, NE 68144, USA.",2005
125,"Freeman Hospital, Newcastle upon Tyne, United Kingdom. reddylcs@aol.com",2005
126,"Department of Internal Medicine and Gastroenterology, S. Orsola Hospital, University of Bologna, Bologna, Italy.",2005
127,"Department of Thoracic and Cardiovascular Surgery, Hannover Medical School, Carl-Neuberg-Str. 1, 30625 Hannover, Germany. haverich@thg.mh-hannover.de",2005
128,"Cardiac Surgery Division, Medtronic, Inc., Minneapolis, MN, USA. robert.guezuraga@medtronic.com",2005
129,"Medical Department, Brookhaven National Laboratory, Upton, New York 11973, USA.",2005
130,"Laboratory Prof. G. Enders & Partners, Stuttgart, Germany. regnath@labor-enders.de",2005
131,"Dr. Hein GmbH, Fürther Strasse 212, 90429 Nürnberg, Germany.",2005
132,"European Technology for Business Limited Codicote Innovation Centre, St Albans Road, Codicote, Herts, SG4 8WH.",2005
133,"European Technology for Business Limited, Codicote, UK. dmh@etb.co.uk",2004
134,"Hospital at Home Department, Hygeia Hospital, Greece.",2005
135,"Division of Chemistry and Toxicology Devices, Office of In Vitro Diagnostic Device Evaluatoina nd Safety, Center for Devices and Radiological Health, U.S. Food and Drug Administration, Rockville, Maryland 20850, USA. exh@cdrh.fda.gov",2005
136,"Department of Agro-Environmental Science and Technology, Faculty of Agriculture, Bologna University, Italy.",2005
137,"Lung Function Testing Laboratory, Tufts University School of Veterinary Medicine, North Grafton, Massachusetts 01536, USA. andrew.hoffman@tufts.edu",2005
138,"Human Factors, Abbott Laboratories, Abbott Park, IL, USA. ed.israelski@abbott.com",2005
139,"Department of Medicine, Lokmanya Tilak Municipal Medical College and Lokmanya Tilak Municipal General Hospital, Sion, Mumbai.",2005
140,"U.S. Food and Drug Administration, Center for Devices and Radiological Health, Office of Science and Engineering Laboratories, Silver Spring, MD, USA. adl@cdrh.fda.gov",2005
141,"Center for Devices and Radiological Health, Office of Science and Technology, U.S. Food and Drug Administration, Rockville, MD 20852, USA. adl@cdrh.fda.gov",2003
142,"U.S. Food and Drug Administration, CDRH/OST, HFZ 112, 12709 Twinbrook Parkway, Rockville, Maryland 20852, USA. adl@cdrh.fda.gov",2002
143,"FDA, Center for Devices and Radiological Health, Division of Life Sciences, HFZ 112, Rockville, Maryland 20852, USA. KXM@CDRH.FDA.GOV",2000
144,"Department of Biomedical Engineering, Case Western Reserve University, Cleveland, OH 44106.",1991
145,"Division of General, Restorative, and Neurological Devices, Office of Device Evaluation, Center for Devices and Radiological Health, Food and Drug Administration, Rockville, Md 20815, USA.",2004
146,"US Food and Drug Administration/CDRH/ODE, Division of General, Restorative, and Neurological Devices, 9200 Corporate Blvd., HFZ-410, Rockville, MD 20850, USA. clp@cdrh.fda.gov",2004
147,"Unit of Health Economics and Technology Assessment in Health Care (HunHTA), Department of Policy and Management, Budapest University of Economic Sciences and Public Administration, Hungary. lgulacsi@mail.datanet.hu",2004
148,"Centro Regional de Transfusion Sanguínea, Avda. San Alberto Magno s/n, Córdoba, 14004, Spain. rafael.villalba.sspa@juntadeandalucia.es",2004
149,"Institut für Infektionsmedizin, Universitätsklinikum Hamburg-Eppendorf, Hamburg, Germany. rohde@uke.uni-hamburg.de",2004
150,"Institut für Medizinische Mikrobiologie und Immunologie, Universitätsklinikum Hamburg-Eppendorf, Martinistr. 52, Germany. knobloch@uke.uni-hamburg.de",2002
151,"Institut für Medizinische Mikrobiologie und Immunologie, Universitätsklinikum Hamburg-Eppendorf, D-20246 Hamburg, Germany. knobloch@uke.uni-hamburg.de",2001
152,"Institut für Medizinische Mikrobiologie und Immunologie, Universitätskrankenhaus Eppendorf, Hamburg, Federal Republic of Germany. dmack@uke.uni-hamburg.de",2000
153,"Department of Environmental Health, Harvard School of Public Health, Boston, Massachusetts, USA. rhauser@holp.harvard.edu",2004
154,"Department of Environmental Health, Occupational Health Program, Harvard School of Public Health, Boston, Massachusetts 02115, USA. rhauser@hohp.harvard.edu",2004
155,"Division of Laboratory Sciences, National Center for Environmental Health, Centers for Disease Control and Prevention, Atlanta, Georgia 30341, USA. ACalafat@cdc.gov",2004
156,"The University of Texas M. D. Anderson Cancer Center, Department of Infectious Diseases, Infection Control and Employee Health, 1515 Holcombe Blvd, Houston, TX 77030, USA.",2004
157,"Department of Medical Specialties, University of Texas M. D. Anderson Cancer Center, Houston 77030, USA.",1998
158,"Cardio Pulmonary Research Institute, Winthrop-University Hospital, SUNY Stony Brook School of Medicine, Mineola 11501, New York, NY, USA. pdomenico@winthrop.org",2004
159,"Winthrop-University Hospital, Mineola, and State University of New York School of Medicine, Stony Brook, New York, USA. domenico@winthrop.org",2001
160,"Institute of Infectious Diseases and Public Health, Ancona, Italy.",2003
161,"Institute of Infectious Diseases and Public Health, University of Ancona, Ancona, Italy.",2003
162,"Department of General Surgery, INRCA IRRCS, Università Politecnica delle Marche, Ancona, Italy.",2004
163,"Department of Human Microbiology, Sackler School of Medicine, Tel Aviv University, Tel Aviv, Israel.",2004
164,"Department of Human Microbiology, Sackler School of Medicine, Tel Aviv University, Tel Aviv, Israel. nbalaban@ucdavis.edu",2003
165,"Department of Bioengineering, Rice University, P.O. Box 1892, MS 142, Houston, TX 77251-1892, USA.",2004
166,"Department of Bioengineering, Rice University, PO Box 1892, Houston, TX 77005, USA.",2002
167,"Department of Chemistry, University of Rome La Sapienza, Piazzale Aldo Moro 5, 00185 Rome, Italy.",2004
168,"Department of Chemistry, University La Sapienza, P.le Aldo Moro, Rome 00185, Italy. antonella.piozzi@uniroma1.it",2004
169,"Department of Pediatrics and Communicable Diseases, Division of Pediatric Critical Care Medicine , University of Michigan Medical School and University Health System, Ann Arbor, MI 48109, USA. fodetola@med.umich.edu",2004
170,"Medicines and Healthcare products Regulatory Agency (MHRA), Market Towers 1 Nine Elms Lane, London SW8 5NQ, UK. alasdair.breckenridge@mhra.gsi.gov.uk",2004
171,"Department of Biomedical Engineering, Purdue University, West Lafayette, IN 47907-2022, USA. Geddes@ecn.purdue.edu",2004
172,"Department of Orthopaedic Surgery, University of Missouri-Columbia, Columbia, MO 65212, USA.",2004
173,"Veterans Administration Medical Center, Memphis, Tennessee 38104.",1987
174,"Healthcare A2Z, Sheffield, UK.",2004
175,"Department of Orthopedic Surgery and Biochemistry, Rush Medical College at Rush University Medical Center, 1725 West Harrison Street, Chicago, IL 60612, USA.",2004
176,"Department of Radiology, University of Arizona College of Medicine, 1501 N Campbell Ave, PO Box 245067, Tucson, AZ 85724-5067, USA. tbh@3towers.com",2004
177,"Department of Radiology, University of Arizona College of Medicine, 1501 N Campbell Ave, PO Box 245067, Tucson, AZ 85724-5067, USA. tbh@3towers.com",2004
178,"Department of Radiology, University of Arizona Health Sciences Center, 1501 N Campbell Ave, Tucson, AZ 85724, USA. tbh@3towers.com",2003
179,"Department of Radiology, University of Arizona Health Sciences Center, 1501 N Campbell Ave, Tucson, AZ 85724, USA. tbh@3towers.com",2003
180,"Department of Radiology, University of Arizona, USA.",2001
181,"University of Arizona, USA.",1998
182,"Department of Radiology, College of Medicine, University of Arizona, Tucson, USA.",1997
183,"Department of Radiology, University of Arizona, Tucson, USA.",1995
184,"Biomaterials-Related Infection Group, School of Medical and Surgical Sciences, University of Nottingham, Nottingham NG7 2UH, UK.",2004
185,"Center for Devices and Radiological Health, US Food and Drug Administration, Department of Health and Human Services, Rockville, MD, USA.",2004
186,"Food and Drug Administration, U.S. Department of Health and Human Services, 9200 Corporate Boulevard, Rockville, MD 20850, USA.",2003
187,"Center for Devices and Radiological Health, U.S. Food and Drug Administration, 9200 Corporate Blvd., HFZ-450, Rockville, MD 20850, USA.",2002
188,"Nobil Bio Ricerche, Str. S. Rocco 36, 14018 Villafranca d'Asti, Italy.",2004
189,"Division of Interventional Neuroradiology, Department of Radiology and Radiological Sciences, The Johns Hopkins Hospital, 600 North Wolfe Street, Baltimore, Maryland 21287, USA.",2004
190,"Department of Emergency Medicine, University of Rochester School of Medicine, New York, USA. Terry_Fairbanks@URMC.Rochester.edu",2004
191,"FDA, Division of Ophthalmic and ENT Devices, 9200 Corporate Blvd., Rockville, MD 20850, USA. bad@cdrh.fda.gov",2004
192,"Department of Infectious Diseases, The Cleveland Clinic Foundation, Cleveland, Ohio, USA.",2004
193,"Department of Health Sciences, University of York, York YO10 5DD. tas5@york.ac.uk",2004
194,"Celsus, London, UK. dwright@celsusresearch.com",2003
195,"Department of Ophthalmology, University of Antwerp, Belgium. oftalmo@uia.ua.ac.be",2004
196,"Département de Génie Mécanique, Ecole Polytechnique de Montréal, Montréal, Quebec, Canada.",2004
197,"Laboratory of Human Bacterial Pathogenesis, Rocky Mountain Laboratories, NIAID, National Institutes of Health, Hamilton, Montana 59840, USA.",2004
198,"Laboratory of Human Bacterial Pathogenesis, Rocky Mountain Laboratories, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Hamilton, Montana, USA.",2004
199,"Rocky Mountain Laboratories, Laboratory of Human Bacterial Pathogenesis, National Institute of Allergy and Infectious Diseases, The National Institutes of Health, 903 S 4th Street, Hamilton, MT 59840, USA.",2002
200,"Rocky Mountain Laboratories, Laboratory of Human Bacterial Pathogenesis, National Institute of Allergy and Infectious Diseases, The National Institutes of Health, 903 S 4th Street, Hamilton, MT 59840, USA. motto@niaid.nih.gov",2004
201,"Mikrobielle Genetik, Abteilung für Physikalische Biochemie, Universität Tübingen, Tübingen, Germany. michael.otto@uni-tuebingen.de",2001
202,"School of Dentistry, La Sapienza University, Rome, Italy. lucatestarelli@virgilio.it",2004
203,"Service de Santé Publique, Paris.",2004
204,"Department of Biomedical Informatics, College of Physicians and Surgeons, Columbia University, USA.",2004
205,"School of Health Information Sciences, University of Texas Health Science Center at Houston, 7000 Fannin, Suite 600, Houston, TX 77030, USA. jiajie.zhang@uth.tmc.edu",2003
206,"KfH Nierenzentrum München-Laim, Munich, Germany. hschiffl@hotmail.com",2004
207,"Center for Biofilm Engineering, Montana State University, USA. christophf@erc.montana.edu",2004
208,"Department of Biological Sciences, Faculty of Science, University of Calgary, Alberta, Canada.",1993
209,"Service de Gestion du Risque Infectieux, University Hospital of Lille, Lille, France. n-loukili@chru-lille.fr",2004
210,"Laboratoire d'Hygiene Hospitaliere, Hopitaux Universitaires de Strasbourg, 4 rue de Kirschleger, F-67000 Strasbourg, France. lounour@free.fr",2004
211,"Epidemic Intelligence Service, Epidemiology Program Office, Division of Applied Public Health Training, Centers for Disease Control and Prevention, Atlanta, Georgia 30333, USA. tnc4@cdc.gov",2004
212,"Bio-tech Services Department, Iowa Health System, Des Moines, USA.",2004
213,"Tokyo Medical and Dental University, Yushima 1-5-45, Bunkyo-ku, Tokyo 113-8519, Japan. itoso.gene@cmn.tmd.ac.jp",2004
214,"Public Policy Division, California Dental Association, Sacramento 95814, USA.",2004
215,"Cleveland Clinic Foundation, Department of Bioethics, Cleveland, Ohio, USA.",2004
216,"Allens Arthur Robinson, Stock Exchange Centre, Melbourne Victoria, Australia. Oksana.Mitnovetski@aar.com.au",2004
217,"Center for Biofilm Engineering, Montana State University-Bozeman, USA.",2004
218,"Moscow State Institute of Electronic Technology, Moscow, 103498, K-498, Russia.",2004
219,"Centro di Ricerca per l'Analisi dei Modelli e dell 'Informazione nei Sistemi Biomedici Universita La Sapienza di Roma Corso Vittorio Emanuele 244-00186 Roma, Italy. Paola.Digiacomo@uniroma1.it",2004
220,"Chubb & Son, USA.",2004
221,"CIMIT/MGH/Harvard Medical School, Cambridge, MA 02139, USA. kvosburgh@partners.org",2004
222,"Division of Cardiovascular Devices, Office of Device Evaluation, Food and Drug Administration, Rockville, MD, USA.",2004
223,"Department of Medical Microbiology, University of Manitoba, Winnipeg, Manitoba, Canada. malfa@sbgh.mb.ca",2004
224,"Department of Clinical Laboratory Science, Wayne State University, Detroit, Michigan 48202, USA.",2001
225,"StBoniface Research Center, University of Manitoba, Canada.",1999
226,"Clearant, Inc. 401, Professional Drive, Gaithersburg, MD 20879, USA.",2004
227,"Dept. of Internal Medicine, Centre Hospitalier Universitaire de Brabois, Vandoeuvre-les-Nancy, France.",2004
228,"U.S. Food and Drug Administration Center for Devices and Radiological Health, Rockville, Maryland 20850, USA. bjh@cdrh.fda.gov <bjh@cdrh.fda.gov>",2004
229,"Office of Surveillance and Biometrics, Food and Drug Administration, Rockville, MD 20850, USA.",1995
230,"Bar-Ilan University, Faculty of Life Sciences, Ramat Gan 52900, Israel. mayevsa@mail.biu.ac.il",2004
231,"Instituto de Magnetismo Aplicado. Laboratorio ""Salvador Velayos"", RENFE-UCM-CSIC, Madrid, Spain.",2004
232,"Laboratory for Biocompatibility Research on Implant Materials, Istituti Ortopedici Rizzoli, Bologna, Italy.",1998
233,"Laboratory for Biocompatibility Research on Implant Materials, Istituti Ortopedici Rizzoli, Bologna, Italy.",1998
234,"Health Systems Administration program at Georgetown University, USA. mastoma@aol.com",2004
235,"Navigant Biotechnologies Inc., Lakewood, CO 80215, USA.",2004
236,"Navigant Biotechnologies, Lakewood, Colorado 80215, USA.",2004
237,"Department of Coloproctology, Lister Surgical Unit, Glasgow Royal Infirmary, Glasgow, UK. ian.finlay@northglasgow.scot.nhs.uk",2004
238,"Department Orthopaedics, Sir Charles Gairdner Hospitals Perth, Western Australia. robertdin03@hotmail.com",2004
239,"Laboratory of Human Bacterial Pathogenesis, Rocky Mountain Laboratories, The National Institutes of Health, 903 S. 4th Street, National Institute of Allergy and Infectious Diseases, Hamilton, MT 59840, USA.",2004
240,"Hôpital Saint Michel, 33 rue Olivier de Serres, 75015 Paris, France.",2004
241,"Ecole de Santé Publique, Vandoeuvre-les-Nancy, France.",2004
242,"Department of Medical Informatics, Shimane University Hospital, Izumo, Japan. e-hanada@med.shimane-u.ac.jp",2004
243,"Laboratory of Decision-making and Cognition, Department of Biomedical Informatics, Columbia University, New York, NY 10032-372, USA. alla.keselman@dbmi.columbia.edu",2004
244,"Department of Molecular Science and Technology, Ajou University, Suwon 442-749, Korea.",2004
245,"School of Materials Science, Japan Advanced Institute of Science and Technology, 1-1 Asahidai, Tatsunokuchi, Ishikawa 923-1292, Japan.",2003
246,"School of Materials Science, Japan Advanced Institute of Science and Technology, 1-1 Asahidai, Tatsunokuchi, Ishikawa 923-1292, Japan.",2002
247,"Biomaterials Research Center, Korea Institute of Science and Technology, Seoul 130-650, Republic of Korea. yhakim@kist.re.kr",2003
248,"Department of Emergency Medicine, University of Florida, Jacksonville, USA. sperry@ufl.edu",2004
249,"Hospital Epidemiology, University of North Carolina Health Care System, Chapel Hill, NC 27599-7030, USA. brutala@unch.unc.edu",2004
250,"Division of Infectious Diseases, University of North Carolina (UNC) School of Medicine and the Department of Hospital Epidemiology, UNC Health Care System, Chapel Hill, NC 27599-7030, USA.",2001
251,"Division of Infectious Diseases, University of North Carolina School of Medicine, Chapel Hill 27599-7030, USA.",2000
252,"Division of Infectious Diseases, University of North Carolina School of Medicine, Chapel Hill, USA.",1996
253,"Department of Medicine, University of North Carolina, Chapel Hill 27599-7030.",1991
254,"Division of Infectious Diseases, University of North Carolina (UNC) School of Medicine, Chapel Hill, USA.",2002
255,"School of Pharmacy, The Queen's University of Belfast, UK.",2004
256,"Medical Devices Group, School of Pharmacy, The Queen's University of Belfast, Medical Biology Centre, Belfast, BT9 7BL, UK. s.gorman@qub.ac.uk",2003
257,"Xiomateria Ltd, School of Pharmacy, Queen's University Belfast, Lisburn Road, Belfast BT9 7BL, UK.",2002
258,"Medical Devices Unit, School of Pharmacy, The Queen's University of Belfast, Medical Biology center, 97, Lisburn Road, Belfast BT9 7BL, Northern Ireland, United Kingdom.",2004
259,"IZKF-BIOMAT, Aachen, Germany.",2004
260,"Materials Science Program, University of Wisconsin, Madison 53706, USA.",2004
261,"Institute of Anatomy and Cell Biology, Göteborg University, Göteborg, Sweden. gretzerc@anatcell.gu.se",2004
262,"Department of Polymer Engineering, University of Minho, Campus de Azurém, 4810-058 Guimarães, Portugal.",2004
263,"Clinical Engineering Department, University of Liverpool, UK. huntja@liverpool.ac.uk",2000
264,"Institute for Biomedical Technology (BMTI) and Department of Polymer Chemistry and Biomaterials, Faculty of Chemical Technology, University of Twente, PO Box 217, 7500 AE Enschede, The Netherlands.",2004
265,"Drug Delivery & Biomaterials Research Group, School of Pharmacy and Biomolecular Sciences, University of Brighton, Moulsecoomb, Brighton BN2 4GJ, UK a.w.lloyd@brighton.ac.uk",2004
266,"Biomedical Materials Research Group, School of Pharmacy and Biomolecular Sciences, University of Brighton, UK. a.w.lloyd@brighton.ac.uk",2002
267,"School of Pharmacy and Biomolecular Sciences, University of Brighton, Brighton, UK. s.mikhalovsky@brighton.ac.uk",2003
